time_utc,latitude,longitude,course_deg_clockwise_from_north,speed_kts,speed_mph,altitude_ft,vertical_rate_fpm,value_origin
09.10.2025 18:55:24,55.0346,-1.7040,236,77,89,900,0,original
09.10.2025 18:55:24,55.0346,-1.7040,236,77,89,900,3529,original
09.10.2025 18:55:41,55.0312,-1.7217,247,106,122,1900,3000,original
09.10.2025 18:55:57,55.0263,-1.7386,246,125,144,2550,2636,original
09.10.2025 18:56:14,55.0200,-1.7608,244,152,175,3350,3122,original
09.10.2025 18:56:34,55.0089,-1.7890,239,181,208,4475,2967,original
09.10.2025 18:57:00,54.9874,-1.8135,224,201,231,5625,2400,original
09.10.2025 18:57:34,54.9501,-1.8304,205,232,267,6875,2370,original
09.10.2025 18:57:50,54.9320,-1.8406,202,242,278,7600,3406,original
09.10.2025 18:58:22,54.8862,-1.8567,195,298,343,9600,3411,original
09.10.2025 18:58:52,54.8432,-1.8717,196,310,357,11125,2613,original
09.10.2025 18:59:24,54.7976,-1.8933,196,334,384,12300,2452,original
09.10.2025 18:59:55,54.7509,-1.9171,196,346,398,13700,2434,original
09.10.2025 19:00:25,54.7038,-1.9406,195,354,407,14775,1300,original
09.10.2025 19:00:55,54.6525,-1.9628,190,404,465,15000,925,original
09.10.2025 19:01:25,54.5980,-1.9742,177,418,481,15700,2065,original
09.10.2025 19:02:04,54.5234,-1.9607,175,408,470,17375,2109,original
09.10.2025 19:02:34,54.4625,-1.9440,176,418,481,18125,1625,original
09.10.2025 19:03:40,54.3362,-1.9315,174,424,488,19975,1689,original
09.10.2025 19:04:09,54.2878,-1.9148,137,432,497,20800,1610,original
09.10.2025 19:04:48,54.2462,-1.8278,116,434,499,21800,1525,original
09.10.2025 19:06:10,54.1723,-1.5181,116,446,513,23875,1396,original
09.10.2025 19:06:43,54.1417,-1.4121,117,456,525,24475,1523,original
09.10.2025 19:07:14,54.1144,-1.3149,116,452,520,25500,2100,original
09.10.2025 19:07:48,54.0810,-1.2071,117,446,513,26750,1977,original
09.10.2025 19:08:20,54.0508,-1.1089,116,452,520,27675,1669,original
09.10.2025 19:08:50,54.0226,-1.0144,117,456,525,28475,1617,original
09.10.2025 19:09:24,53.9906,-0.9032,116,458,527,29400,1636,original
09.10.2025 19:09:56,53.9608,-0.8006,117,462,532,30275,1887,original
09.10.2025 19:10:26,53.9311,-0.7037,117,454,522,31350,1992,original
09.10.2025 19:10:57,53.9016,-0.6081,116,454,522,32300,1643,original
09.10.2025 19:11:29,53.8713,-0.5078,118,456,525,33075,1476,original
09.10.2025 19:12:00,53.8415,-0.4098,117,460,529,33850,1476,original
09.10.2025 19:12:31,53.8086,-0.3055,118,462,532,34600,1089,original
09.10.2025 19:13:02,53.7799,-0.2083,117,470,541,34975,387,original
09.10.2025 19:13:33,53.7481,-0.1119,118,476,548,35000,25,original
09.10.2025 19:14:03,53.7175,-0.0143,113,472,543,35000,0,original
09.10.2025 19:14:33,53.6945,0.0912,110,472,543,35000,0,original
09.10.2025 19:15:06,53.6712,0.2072,110,472,543,35000,0,original
09.10.2025 19:15:36,53.6518,0.3128,111,474,545,35000,0,original
09.10.2025 19:16:08,53.6269,0.4213,109,468,539,35000,0,original
09.10.2025 19:16:39,53.6043,0.5268,110,466,536,35000,0,original
09.10.2025 19:17:11,53.5805,0.6370,110,464,534,35000,0,original
09.10.2025 19:17:41,53.5593,0.7372,111,462,532,35000,0,original
09.10.2025 19:18:13,53.5355,0.8444,110,462,532,35000,0,original
09.10.2025 19:18:43,53.5131,0.9451,111,462,532,35000,0,original
09.10.2025 19:19:16,53.4879,1.0556,110,460,529,35000,0,original
09.10.2025 19:19:47,53.4651,1.1593,111,462,532,35000,0,original
09.10.2025 19:20:18,53.4418,1.2610,111,462,532,35000,0,original
09.10.2025 19:20:48,53.4186,1.3630,111,462,532,35000,0,original
09.10.2025 19:21:18,53.3962,1.4603,111,462,532,35000,0,original
09.10.2025 19:21:48,53.3744,1.5580,111,464,534,35000,0,original
09.10.2025 19:22:18,53.3499,1.6620,112,465,535,35000,0,original
09.10.2025 19:22:48,53.3270,1.7610,110,464,534,35000,0,original
09.10.2025 19:23:18,53.3039,1.8606,111,465,535,35000,0,original
09.10.2025 19:24:02,53.2693,2.0081,111,465,535,35000,0,original
09.10.2025 19:24:32,53.2456,2.1085,112,466,536,35000,0,original
09.10.2025 19:25:02,53.2221,2.2091,112,466,536,35000,0,original
09.10.2025 19:25:32,53.1984,2.3074,112,466,536,35000,0,original
09.10.2025 19:26:02,53.1747,2.4064,111,465,535,35000,0,original
09.10.2025 19:26:32,53.1507,2.5073,112,466,536,35000,0,original
09.10.2025 19:27:02,53.1266,2.6081,112,465,535,35000,0,original
09.10.2025 19:27:36,53.0997,2.7169,111,464,534,35000,0,original
09.10.2025 19:28:11,53.0713,2.8340,113,466,536,35000,0,original
09.10.2025 19:28:30,53.0559,2.8970,111,465,535,35000,0,original
09.10.2025 19:28:52,53.0384,2.9711,112,465,535,35000,0,original
09.10.2025 19:29:37,53.0015,3.1195,112,464,534,35000,0,original
09.10.2025 19:30:07,52.9767,3.2178,113,464,534,35000,0,original
09.10.2025 19:30:37,52.9528,3.3165,112,465,535,35000,0,original
09.10.2025 19:31:07,52.9276,3.4167,113,465,535,35000,0,original
09.10.2025 19:31:37,52.9022,3.5146,113,465,535,35000,0,original
09.10.2025 19:32:06,52.8799,3.6066,113,465,535,35000,0,original
09.10.2025 19:32:28,52.8598,3.6797,118,469,540,35000,0,original
09.10.2025 19:32:49,52.8341,3.7408,131,479,551,35000,0,original
09.10.2025 19:33:16,52.7940,3.8083,137,483,556,35000,0,original
09.10.2025 19:33:46,52.7419,3.8860,138,484,557,35000,0,original
09.10.2025 19:34:16,52.6916,3.9601,138,484,557,35000,0,original
